y	income	price1	price2	price3	price4	catch1	catch2	catch3	catch4
2	2916.7	61.8	10.3	35.3	61.8	0.2537	0.6817	2.3014	0.1498
2	3750	76.2	12.7	37.7	76.2	0.2537	0.0531	0.0052	0.1498
4	1250	5.5	77.9	112.9	5.5	0.5333	0.2413	1.0266	0.4522
2	416.7	18.6	3.1	28.1	18.6	0.2537	0.0531	0.0052	0.1498
2	4583.3	90.6	15.1	40.1	90.6	0.2537	0.0531	0.0052	0.1498
1	3750	76.2	139.7	158.2	76.2	0.2537	0.2339	0.6288	0.1498
2	3750	76.2	12.7	37.7	76.2	0.2537	0.6817	2.3014	0.1498
2	12500	227.4	37.9	62.9	227.4	0.2537	0.0531	0.0052	0.1498
1	1250	5.5	77.9	112.9	5.5	0.5333	0.1665	0.3975	0.4522
4	2083.3	47.4	86.9	105.4	47.4	0.2537	0.2339	0.6288	0.1498
1	2083.3	7.9	111.9	146.9	7.9	0.5333	0.2413	1.0266	0.4522
2	2083.3	37.5	3.3	28.3	37.5	0.2537	0.6817	2.3014	0.1498
1	2083.3	3.3	102	137	3.3	0.5333	0.0051	1.0266	0.4522
1	1250	2.3	71	106	2.3	0.5333	0.1665	0.3975	0.4522
1	416.7	1.3	40	75	1.3	0.5333	0.2413	1.0266	0.4522
4	4583.3	6.3	195	230	6.3	0.5333	0.2413	1.0266	0.4522
2	3750	243.3	41.3	70.8	243.3	0.0678	0.0143	0.0289	0.0503
2	5416.7	56.9	36.5	61.5	56.9	0.2537	0.0531	0.0052	0.1498
4	4583.3	49.1	149.7	168.2	49.1	0.2537	0.0082	0.0044	0.1498
3	4583.3	49.1	31.5	56.5	49.1	0.2537	0.7369	2.3101	0.1498
2	2083.3	25.7	16.5	41.5	25.7	0.2537	0.6817	2.3014	0.1498
2	5416.7	214.3	56.9	91.9	214.3	0.0678	0.0102	0.0209	0.0789
2	2916.7	126.1	33.5	68.5	126.1	0.0678	0.0102	0.0209	0.0789
1	1250	11.5	67.3	102.3	11.5	0.5333	0.2413	1.0266	0.4522
3	2083.3	16.5	96.7	131.7	16.5	0.5333	0.2413	1.0266	0.4522
2	3750	243.3	41.3	70.8	243.3	0.0678	0.0143	0.0289	0.0503
3	7916.7	80.3	51.5	76.5	80.3	0.2537	0.6817	2.3014	0.1498
2	2083.3	96.7	25.7	60.7	96.7	0.0678	0.0102	0.0209	0.0789
1	3750	26.5	155.5	190.5	26.5	0.5333	0.2413	1.0266	0.4522
3	2083.3	25.7	16.5	41.5	25.7	0.2537	0.6817	2.3014	0.1498
3	3750	41.3	26.5	51.5	41.3	0.2537	0.6817	2.3014	0.1498
1	2916.7	21.5	126.1	161.1	21.5	0.5333	0.2413	1.0266	0.4522
3	2916.7	33.5	21.5	46.5	33.5	0.2537	0.0531	0.0052	0.1498
2	1250	67.3	17.9	52.9	67.3	0.0678	0.0897	1.0905	0.0789
2	2916.7	33.5	21.5	46.5	33.5	0.2537	0.7369	2.3101	0.1498
4	1250	17.9	54.5	73	17.9	0.2537	0.0233	0.0219	0.1498
1	1250	11.5	67.3	102.3	11.5	0.5333	0.2413	1.0266	0.4522
3	2916.7	176.7	18.9	48.4	176.7	0.0678	0.1082	0.324	0.0503
3	2083.3	14.5	22.4	47.4	14.5	0.2537	0.0531	0.0052	0.1498
2	6250	341.5	36.5	66	341.5	0.0678	0.0143	0.0289	0.0503
2	1250	39.8	6.9	31.9	39.8	0.2537	0.0531	0.0052	0.1498
2	1250	39.8	6.9	31.9	39.8	0.2537	0.6817	2.3014	0.1498
3	2916.7	74.6	12.9	37.9	74.6	0.2537	0.6817	2.3014	0.1498
1	3750	15.9	195.7	230.7	15.9	0.5333	0.1665	0.3975	0.4522
3	2083.3	57.2	9.9	34.9	57.2	0.2537	0.7369	2.3101	0.1498
3	3750	92	15.9	40.9	92	0.2537	0.0531	0.0052	0.1498
3	4583.3	90.6	15.1	40.1	90.6	0.2537	0.7369	2.3101	0.0014
3	2916.7	61.8	10.3	35.3	61.8	0.2537	0.6817	2.3014	0.1498
4	2083.3	7.9	111.9	146.9	7.9	0.5333	0.2413	1.0266	0.4522
4	4583.3	15.1	213.9	248.9	15.1	0.5333	0.2413	1.0266	0.4522
2	2916.7	61.8	10.3	35.3	61.8	0.2537	0.7369	2.3101	0.1498
3	2916.7	145.9	217.1	246.1	145.9	0.0678	0.0014	0.0029	0.0789
2	3750	76.2	12.7	37.7	76.2	0.2537	0.7369	2.3101	0.1498
3	2916.7	61.8	10.3	35.3	61.8	0.2537	0.6817	2.3014	0.1498
4	2083.3	7.9	111.9	146.9	7.9	0.5333	0.2413	1.0266	0.4522
1	3750	12.7	179.9	214.9	12.7	0.5333	0.0156	0.0058	0.4522
3	5416.7	105	17.5	42.5	105	0.2537	0.6817	2.3014	0.1498
4	2083.3	7.9	111.9	146.9	7.9	0.5333	0.2413	1.0266	0.4522
3	3750	76.2	12.7	37.7	76.2	0.2537	0.0531	0.0052	0.1498
2	5416.7	166.2	52.5	77.5	166.2	0.2537	0.0531	0.0052	0.1498
4	1250	16.5	97.1	132.1	16.5	0.5333	0.2413	1.0266	0.4522
2	4583.3	143.4	45.3	70.3	143.4	0.2537	0.6817	2.3014	0.1498
2	2916.7	97.8	30.9	55.9	97.8	0.2537	0.7369	2.3101	0.1498
3	2083.3	75	23.7	48.7	75	0.2537	0.7369	2.3101	0.0014
4	2916.7	30.9	181.9	216.9	30.9	0.5333	0.2413	1.0266	0.4522
2	3750	120.6	38.1	63.1	120.6	0.2537	0.6817	2.3014	0.1498
3	2916.7	97.8	30.9	55.9	97.8	0.2537	0.6817	2.3014	0.1498
4	2916.7	30.9	181.9	216.9	30.9	0.5333	0.2413	1.0266	0.4522
2	3750	120.6	38.1	63.1	120.6	0.2537	0.7369	2.3101	0.1498
3	1250	97.1	52.2	87.2	97.1	0.0678	0.0897	1.0905	0.0789
3	6250	189	59.7	84.7	189	0.2537	0.6817	2.3014	0.1498
3	1250	52.2	16.5	41.5	52.2	0.2537	0.6817	2.3014	0.1498
2	2083.3	75	23.7	48.7	75	0.2537	0.6817	2.3014	0.1498
2	6250	351.5	189	224	351.5	0.0678	0.0897	1.0905	0.0789
1	2916.7	30.9	181.9	216.9	30.9	0.5333	0.0156	0.0058	0.4522
2	2916.7	61.8	10.3	35.3	61.8	0.2537	0.7369	2.3101	0.1498
2	3750	267.7	76.2	105.7	267.7	0.0678	0.1082	0.324	0.0503
4	3750	12.7	179.9	214.9	12.7	0.5333	0.2413	1.0266	0.4522
3	1250	33	5.5	30.5	33	0.2537	0.6817	2.3014	0.1498
3	2083.3	47.4	7.9	32.9	47.4	0.2537	0.0531	0.0052	0.1498
2	1250	33	5.5	30.5	33	0.2537	0.7369	2.3101	0.1498
4	2916.7	10.3	145.9	180.9	10.3	0.5333	0.2413	1.0266	0.4522
2	3750	267.7	76.2	105.7	267.7	0.0678	0.0143	0.0289	0.0503
3	3750	76.2	12.7	37.7	76.2	0.2537	0.6817	2.3014	0.1498
3	2916.7	61.8	10.3	35.3	61.8	0.2537	0.6817	2.3014	0.1498
3	2083.3	111.9	47.4	82.4	111.9	0.0678	0.0102	0.0209	0.0789
2	12500	227.4	37.9	62.9	227.4	0.2537	0.7369	2.3101	0.1498
3	3750	76.2	12.7	37.7	76.2	0.2537	0.6817	2.3014	0.1498
3	1250	33	5.5	30.5	33	0.2537	0.0531	0.0052	0.1498
3	2916.7	61.8	10.3	35.3	61.8	0.2537	0.6817	2.3014	0.1498
2	4583.3	90.6	15.1	40.1	90.6	0.2537	0.0531	0.0052	0.1498
2	12500	227.4	37.9	62.9	227.4	0.2537	0.6817	2.3014	0.1498
2	1250	33	5.5	30.5	33	0.2537	0.6817	2.3014	0.1498
3	2083.3	47.4	7.9	32.9	47.4	0.2537	0.7369	2.3101	0.1498
1	5416.7	17.5	247.9	282.9	17.5	0.5333	0.2413	1.0266	0.4522
2	2916.7	97.8	30.9	55.9	97.8	0.2537	0.7369	2.3101	0.1498
4	1250	16.5	97.1	132.1	16.5	0.5333	0.2413	1.0266	0.4522
3	2083.3	75	23.7	48.7	75	0.2537	0.0531	0.0052	0.1498
3	2083.3	75	23.7	48.7	75	0.2537	0.6817	2.3014	0.1498
2	2083.3	77	5.9	30.9	77	0.2537	0.6817	2.3014	0.1498
2	2083.3	63.2	15.8	40.8	63.2	0.2537	0.0531	0.0052	0.1498
2	2916.7	82.4	20.6	45.6	82.4	0.2537	0.0531	0.0052	0.1498
4	2916.7	4.3	133	168	4.3	0.5333	0.2413	1.0266	0.4522
2	4583.3	71.7	6.3	31.3	71.7	0.2537	0.0531	0.0052	0.1498
4	6250	8.3	257	292	8.3	0.5333	0.2413	1.0266	0.4522
1	6250	94.5	194	212.5	94.5	0.2537	0.0008	0.0027	0.1498
4	416.7	1.3	40	75	1.3	0.5333	0.0051	1.0266	0.4522
3	2083.3	37.5	3.3	28.3	37.5	0.2537	0.6817	2.3014	0.1498
3	2916.7	48.9	4.3	29.3	48.9	0.2537	0.6817	2.3014	0.1498
3	2083.3	37.5	3.3	28.3	37.5	0.2537	0.6817	2.3014	0.1498
3	3750	60.3	5.3	30.3	60.3	0.2537	0.6817	2.3014	0.1498
4	2083.3	3.3	102	137	3.3	0.5333	0.2413	1.0266	0.4522
3	2916.7	48.9	4.3	29.3	48.9	0.2537	0.6817	2.3014	0.1498
3	1250	26.1	2.3	27.3	26.1	0.2537	0.6817	2.3014	0.1498
3	5416.7	347	83.1	112.6	347	0.0678	0.0143	0.0289	0.0503
1	4583.3	6.3	195	230	6.3	0.5333	0.2413	1.0266	0.4522
3	2916.7	48.9	4.3	29.3	48.9	0.2537	0.6817	2.3014	0.1498
4	1250	2.3	71	106	2.3	0.5333	0.2413	1.0266	0.4522
4	4583.3	6.3	195	230	6.3	0.5333	0.0156	0.0058	0.4522
2	12500	180	15.8	40.8	180	0.2537	0.7369	2.3101	0.1498
1	2916.7	4.3	133	168	4.3	0.5333	0.2413	1.0266	0.4522
1	2916.7	4.3	133	168	4.3	0.5333	0.2413	1.0266	0.4522
2	2916.7	204.2	48.9	78.4	204.2	0.0678	0.0732	0.1726	0.0052
1	4583.3	6.3	195	230	6.3	0.5333	0.1665	0.3975	0.4522
1	7083.3	9.3	288	323	9.3	0.5333	0.2413	1.0266	0.4522
3	3750	60.3	5.3	30.3	60.3	0.2537	0.7369	2.3101	0.1498
4	3750	5.3	164	199	5.3	0.5333	0.2413	1.0266	0.4522
4	2916.7	4.3	133	168	4.3	0.5333	0.0156	0.0058	0.4522
2	6250	94.5	8.3	33.3	94.5	0.2537	0.7369	2.3101	0.1498
3	3750	60.3	5.3	30.3	60.3	0.2537	0.0531	0.0052	0.1498
2	2083.3	37.5	3.3	28.3	37.5	0.2537	0.0531	0.0052	0.1498
4	2083.3	3.3	102	137	3.3	0.5333	0.2413	1.0266	0.4522
3	2916.7	48.9	4.3	29.3	48.9	0.2537	0.7369	2.3101	0.1498
2	7916.7	117.3	10.3	35.3	117.3	0.2537	0.7369	2.3101	0.1498
2	4583.3	71.7	6.3	31.3	71.7	0.2537	0.6817	2.3014	0.1498
4	2083.3	37.5	77	95.5	37.5	0.2537	0.0233	0.0219	0.1498
2	2083.3	102	37.5	72.5	102	0.0678	0.0102	0.0209	0.0789
4	2083.3	37.5	77	95.5	37.5	0.2537	0.0082	0.0044	0.1498
3	2916.7	48.9	4.3	29.3	48.9	0.2537	0.6817	2.3014	0.1498
2	3750	60.3	5.3	30.3	60.3	0.2537	0.7369	2.3101	0.1498
2	4583.3	71.7	6.3	31.3	71.7	0.2537	0.6817	2.3014	0.1498
2	4583.3	71.7	6.3	31.3	71.7	0.2537	0.6817	2.3014	0.1498
2	2916.7	4.3	133	168	4.3	0.5333	0.0156	0.0058	0.4522
2	3750	5.3	164	199	5.3	0.5333	0.0361	0.4216	0.0069
3	2916.7	48.9	4.3	29.3	48.9	0.2537	0.6817	2.3014	0.1498
4	4583.3	6.3	195	230	6.3	0.5333	0.2413	1.0266	0.4522
3	12500	180	15.8	40.8	180	0.2537	0.7369	2.3101	0.1498
3	5416.7	83.1	7.3	32.3	83.1	0.2537	0.6817	2.3014	0.1498
3	5416.7	83.1	7.3	32.3	83.1	0.2537	0.6817	2.3014	0.1498
4	2083.3	37.5	77	95.5	37.5	0.2537	0.0233	0.0219	0.1498
3	6250	94.5	8.3	33.3	94.5	0.2537	0.6817	2.3014	0.1498
2	4583.3	71.7	6.3	31.3	71.7	0.2537	0.6817	2.3014	0.1498
2	3750	164	60.3	95.3	164	0.0678	0.0102	0.0209	0.0789
2	4583.3	71.7	6.3	31.3	71.7	0.2537	0.0531	0.0052	0.1498
1	7083.3	105.9	217.4	235.9	105.9	0.2537	0.0233	0.0219	0.1498
2	416.7	30.2	40	64	30.2	0.1049	0.1574	0.4671	0.0451
4	1250	2.3	71	106	2.3	0.5333	0.2413	1.0266	0.4522
3	6250	94.5	8.3	33.3	94.5	0.2537	0.6817	2.3014	0.1498
4	416.7	1.3	40	75	1.3	0.5333	0.1665	0.3975	0.4522
2	4583.3	195	71.7	106.7	195	0.0678	0.0559	0.6456	0.0789
1	2916.7	18.9	81.5	100	18.9	0.2537	0.2339	0.6288	0.1498
2	4583.3	259.1	27.7	57.2	259.1	0.0678	0.0143	0.0289	0.0503
3	5416.7	32.1	49.6	74.6	32.1	0.2537	0.6817	2.3014	0.1498
2	4583.3	143.4	45.3	70.3	143.4	0.2537	0.0531	0.0052	0.1498
4	3750	23.3	100.5	119	23.3	0.2537	0.0082	0.0044	0.1498
2	12500	388.4	69.5	104.5	388.4	0.0678	0.0102	0.0209	0.0789
3	2916.7	97.8	30.9	55.9	97.8	0.2537	0.6817	2.3014	0.1498
4	5416.7	52.5	309.1	344.1	52.5	0.5333	0.0156	0.0058	0.4522
1	2083.3	23.7	139.5	174.5	23.7	0.5333	0.0156	0.0058	0.4522
3	2916.7	181.9	97.8	132.8	181.9	0.0678	0.0897	1.0905	0.0789
4	2083.3	23.7	139.5	174.5	23.7	0.5333	0.2413	1.0266	0.4522
2	5416.7	255.2	106.4	141.4	255.2	0.5333	0.2413	1.0266	0.4522
2	8750	164.8	155.8	190.8	164.8	0.0678	0.0108	0.2377	0.0025
3	2083.3	45.4	45.4	63.9	45.4	0.2537	0.0233	0.0219	0.1498
1	2916.7	62.6	123.6	152.6	62.6	0.0678	0.0014	0.0029	0.0789
2	4583.3	91.8	86.8	121.8	91.8	0.0678	0.0102	0.0209	0.0789
3	6250	121	114.4	149.4	121	0.0678	0.0102	0.0209	0.0789
1	2916.7	121.8	203.3	238.3	121.8	0.5333	0.2413	1.0266	0.4522
4	3750	150.2	250.7	285.7	150.2	0.5333	0.2413	1.0266	0.4522
1	6250	235.4	392.9	427.9	235.4	0.5333	0.2413	1.0266	0.4522
4	1250	65	108.5	143.5	65	0.5333	0.2413	1.0266	0.4522
1	416.7	36.6	61.1	96.1	36.6	0.5333	0.1665	0.3975	0.4522
2	6250	339.9	235.4	260.4	339.9	0.2537	0.6817	2.3014	0.1498
